104052 silly lifecycle diff@1.0.7~preinstall: no script for preinstall, continuing
111126 silly linkStuff constantinople@2.0.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-ng-jade2js-preprocessor\node_modules as its parent node_modules
111127 verbose linkBins constantinople@2.0.1
111128 verbose linkMans constantinople@2.0.1
111129 silly build jade@1.3.1
111130 info linkStuff jade@1.3.1
111131 silly linkStuff jade@1.3.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-ng-jade2js-preprocessor\node_modules as its parent node_modules
111132 verbose linkBins jade@1.3.1
111133 verbose link bins [ { jade: './bin/jade.js' },
111133 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\karma-ng-jade2js-preprocessor\\node_modules\\.bin',
111133 verbose link bins   false ]
111134 verbose linkMans jade@1.3.1
111135 silly build karma-ng-jade2js-preprocessor@0.1.5
111136 info linkStuff karma-ng-jade2js-preprocessor@0.1.5
111137 silly linkStuff karma-ng-jade2js-preprocessor@0.1.5 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111138 verbose linkBins karma-ng-jade2js-preprocessor@0.1.5
111139 verbose linkMans karma-ng-jade2js-preprocessor@0.1.5
111140 silly build html-minifier@0.6.9
111141 info linkStuff html-minifier@0.6.9
111142 silly linkStuff html-minifier@0.6.9 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111143 verbose linkBins html-minifier@0.6.9
111144 verbose link bins [ { 'html-minifier': './cli.js' },
111144 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111144 verbose link bins   false ]
111145 verbose linkMans html-minifier@0.6.9
111146 silly build grunt-angular-templates@0.5.9
111147 info linkStuff grunt-angular-templates@0.5.9
111148 silly linkStuff grunt-angular-templates@0.5.9 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111149 verbose linkBins grunt-angular-templates@0.5.9
111150 verbose linkMans grunt-angular-templates@0.5.9
111151 silly build constantinople@1.0.2
111152 info linkStuff constantinople@1.0.2
111153 silly linkStuff constantinople@1.0.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111154 verbose linkBins constantinople@1.0.2
111155 verbose linkMans constantinople@1.0.2
111156 silly build jade@0.33.0
111157 info linkStuff jade@0.33.0
111158 silly linkStuff jade@0.33.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\karma-jade-preprocessor\node_modules as its parent node_modules
111159 verbose linkBins jade@0.33.0
111160 verbose link bins [ { jade: './bin/jade' },
111160 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\karma-jade-preprocessor\\node_modules\\.bin',
111160 verbose link bins   false ]
111161 verbose linkMans jade@0.33.0
111162 silly build karma-jade-preprocessor@0.0.11
111163 info linkStuff karma-jade-preprocessor@0.0.11
111164 silly linkStuff karma-jade-preprocessor@0.0.11 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111165 verbose linkBins karma-jade-preprocessor@0.0.11
111166 verbose linkMans karma-jade-preprocessor@0.0.11
111167 silly build yauzl@2.4.1
111168 info linkStuff yauzl@2.4.1
111169 silly linkStuff yauzl@2.4.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111170 verbose linkBins yauzl@2.4.1
111171 verbose linkMans yauzl@2.4.1
111172 silly build extract-zip@1.5.0
111173 info linkStuff extract-zip@1.5.0
111174 silly linkStuff extract-zip@1.5.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111175 verbose linkBins extract-zip@1.5.0
111176 verbose link bins [ { 'extract-zip': 'cli.js' },
111176 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111176 verbose link bins   false ]
111177 verbose linkMans extract-zip@1.5.0
111178 silly build phantomjs@1.9.20
111179 info linkStuff phantomjs@1.9.20
111180 silly linkStuff phantomjs@1.9.20 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111181 verbose linkBins phantomjs@1.9.20
111182 verbose link bins [ { phantomjs: './bin/phantomjs' },
111182 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111182 verbose link bins   false ]
111183 verbose linkMans phantomjs@1.9.20
111184 silly build karma-phantomjs-launcher@0.1.4
111185 info linkStuff karma-phantomjs-launcher@0.1.4
111186 silly linkStuff karma-phantomjs-launcher@0.1.4 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111187 verbose linkBins karma-phantomjs-launcher@0.1.4
111188 verbose linkMans karma-phantomjs-launcher@0.1.4
111189 silly build zeparser@0.0.5
111190 info linkStuff zeparser@0.0.5
111191 silly linkStuff zeparser@0.0.5 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111192 verbose linkBins zeparser@0.0.5
111193 verbose linkMans zeparser@0.0.5
111194 silly build active-x-obfuscator@0.0.1
111195 info linkStuff active-x-obfuscator@0.0.1
111196 silly linkStuff active-x-obfuscator@0.0.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111197 verbose linkBins active-x-obfuscator@0.0.1
111198 verbose linkMans active-x-obfuscator@0.0.1
111199 silly build socket.io-client@0.9.16
111200 info linkStuff socket.io-client@0.9.16
111201 silly linkStuff socket.io-client@0.9.16 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111202 verbose linkBins socket.io-client@0.9.16
111203 verbose linkMans socket.io-client@0.9.16
111204 silly build socket.io@0.9.16
111205 info linkStuff socket.io@0.9.16
111206 silly linkStuff socket.io@0.9.16 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111207 verbose linkBins socket.io@0.9.16
111208 verbose linkMans socket.io@0.9.16
111209 silly build karma@0.12.37
111210 info linkStuff karma@0.12.37
111211 silly linkStuff karma@0.12.37 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111212 verbose linkBins karma@0.12.37
111213 verbose link bins [ { karma: './bin/karma' },
111213 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111213 verbose link bins   false ]
111214 verbose linkMans karma@0.12.37
111215 silly build zlib-browserify@0.0.3
111216 info linkStuff zlib-browserify@0.0.3
111217 silly linkStuff zlib-browserify@0.0.3 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111218 verbose linkBins zlib-browserify@0.0.3
111219 verbose linkMans zlib-browserify@0.0.3
111220 silly build gzip-size@0.1.1
111221 info linkStuff gzip-size@0.1.1
111222 silly linkStuff gzip-size@0.1.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111223 verbose linkBins gzip-size@0.1.1
111224 verbose link bins [ { 'gzip-size': 'cli.js' },
111224 verbose link bins   'C:\\Users\\nmalhotra.ACMEPACKET\\Desktop\\MaterialApp\\node_modules\\.bin',
111224 verbose link bins   false ]
111225 verbose linkMans gzip-size@0.1.1
111226 silly build maxmin@0.1.0
111227 info linkStuff maxmin@0.1.0
111228 silly linkStuff maxmin@0.1.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111229 verbose linkBins maxmin@0.1.0
111230 verbose linkMans maxmin@0.1.0
111231 silly build grunt-contrib-uglify@0.4.1
111232 info linkStuff grunt-contrib-uglify@0.4.1
111233 silly linkStuff grunt-contrib-uglify@0.4.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111234 verbose linkBins grunt-contrib-uglify@0.4.1
111235 verbose linkMans grunt-contrib-uglify@0.4.1
111236 silly build grunt-contrib-cssmin@0.9.0
111237 info linkStuff grunt-contrib-cssmin@0.9.0
111238 silly linkStuff grunt-contrib-cssmin@0.9.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111239 verbose linkBins grunt-contrib-cssmin@0.9.0
111240 verbose linkMans grunt-contrib-cssmin@0.9.0
111241 silly build body-parser@1.5.2
111242 info linkStuff body-parser@1.5.2
111243 silly linkStuff body-parser@1.5.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111244 verbose linkBins body-parser@1.5.2
111245 verbose linkMans body-parser@1.5.2
111246 silly build composable-middleware@0.3.0
111247 info linkStuff composable-middleware@0.3.0
111248 silly linkStuff composable-middleware@0.3.0 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111249 verbose linkBins composable-middleware@0.3.0
111250 verbose linkMans composable-middleware@0.3.0
111251 silly build compression@1.0.11
111252 info linkStuff compression@1.0.11
111253 silly linkStuff compression@1.0.11 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111254 verbose linkBins compression@1.0.11
111255 verbose linkMans compression@1.0.11
111256 silly build connect-mongo@0.8.2
111257 info linkStuff connect-mongo@0.8.2
111258 silly linkStuff connect-mongo@0.8.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111259 verbose linkBins connect-mongo@0.8.2
111260 verbose linkMans connect-mongo@0.8.2
111261 silly build cookie-parser@1.0.1
111262 info linkStuff cookie-parser@1.0.1
111263 silly linkStuff cookie-parser@1.0.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111264 verbose linkBins cookie-parser@1.0.1
111265 verbose linkMans cookie-parser@1.0.1
111266 silly build ejs@0.8.8
111267 info linkStuff ejs@0.8.8
111268 silly linkStuff ejs@0.8.8 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111269 verbose linkBins ejs@0.8.8
111270 verbose linkMans ejs@0.8.8
111271 silly build errorhandler@1.0.2
111272 info linkStuff errorhandler@1.0.2
111273 silly linkStuff errorhandler@1.0.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111274 verbose linkBins errorhandler@1.0.2
111275 verbose linkMans errorhandler@1.0.2
111276 silly build express-session@1.0.4
111277 info linkStuff express-session@1.0.4
111278 silly linkStuff express-session@1.0.4 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111279 verbose linkBins express-session@1.0.4
111280 verbose linkMans express-session@1.0.4
111281 silly build id3_reader@1.0.1
111282 info linkStuff id3_reader@1.0.1
111283 silly linkStuff id3_reader@1.0.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111284 verbose linkBins id3_reader@1.0.1
111285 verbose linkMans id3_reader@1.0.1
111286 silly build id3-parser@1.0.1
111287 info linkStuff id3-parser@1.0.1
111288 silly linkStuff id3-parser@1.0.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111289 verbose linkBins id3-parser@1.0.1
111290 verbose linkMans id3-parser@1.0.1
111291 silly build id3js@1.1.3
111292 info linkStuff id3js@1.1.3
111293 silly linkStuff id3js@1.1.3 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111294 verbose linkBins id3js@1.1.3
111295 verbose linkMans id3js@1.1.3
111296 silly build method-override@1.0.2
111297 info linkStuff method-override@1.0.2
111298 silly linkStuff method-override@1.0.2 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111299 verbose linkBins method-override@1.0.2
111300 verbose linkMans method-override@1.0.2
111301 silly build morgan@1.0.1
111302 info linkStuff morgan@1.0.1
111303 silly linkStuff morgan@1.0.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111304 verbose linkBins morgan@1.0.1
111305 verbose linkMans morgan@1.0.1
111306 silly build music-tag@0.0.7
111307 info linkStuff music-tag@0.0.7
111308 silly linkStuff music-tag@0.0.7 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111309 verbose linkBins music-tag@0.0.7
111310 verbose linkMans music-tag@0.0.7
111311 silly build serve-favicon@2.0.1
111312 info linkStuff serve-favicon@2.0.1
111313 silly linkStuff serve-favicon@2.0.1 has C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules as its parent node_modules
111314 verbose linkBins serve-favicon@2.0.1
111315 verbose linkMans serve-favicon@2.0.1
111316 silly doSerial global-link 0
111317 silly doParallel update-linked 0
111318 silly doSerial install 1086
111319 silly install abbrev@1.0.7 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\abbrev-dbcaf5e6
111320 info lifecycle abbrev@1.0.7~install: abbrev@1.0.7
111321 silly lifecycle abbrev@1.0.7~install: no script for install, continuing
111322 silly install accessibility-developer-tools@2.6.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\accessibility-developer-tools-9f39c4b6
111323 info lifecycle accessibility-developer-tools@2.6.0~install: accessibility-developer-tools@2.6.0
111324 silly lifecycle accessibility-developer-tools@2.6.0~install: no script for install, continuing
111325 silly install adm-zip@0.4.7 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\adm-zip-c7bc91a1
111326 info lifecycle adm-zip@0.4.7~install: adm-zip@0.4.7
111327 silly lifecycle adm-zip@0.4.7~install: no script for install, continuing
111328 silly install after@0.8.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\after-ee4440c5
111329 info lifecycle after@0.8.1~install: after@0.8.1
111330 silly lifecycle after@0.8.1~install: no script for install, continuing
111331 silly install amdefine@1.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\amdefine-73a049d3
111332 info lifecycle amdefine@1.0.0~install: amdefine@1.0.0
111333 silly lifecycle amdefine@1.0.0~install: no script for install, continuing
111334 silly install ansi@0.3.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\ansi-033cbaae
111335 info lifecycle ansi@0.3.1~install: ansi@0.3.1
111336 silly lifecycle ansi@0.3.1~install: no script for install, continuing
111337 silly install ansi-regex@2.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\ansi-regex-c0fc7dbd
111338 info lifecycle ansi-regex@2.0.0~install: ansi-regex@2.0.0
111339 silly lifecycle ansi-regex@2.0.0~install: no script for install, continuing
111340 silly install ansi-styles@1.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\ansi-styles-5aff2640
111341 info lifecycle ansi-styles@1.0.0~install: ansi-styles@1.0.0
111342 silly lifecycle ansi-styles@1.0.0~install: no script for install, continuing
111343 silly install archy@0.0.2 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\archy-7c11ad2a
111344 info lifecycle archy@0.0.2~install: archy@0.0.2
111345 silly lifecycle archy@0.0.2~install: no script for install, continuing
111346 silly install isarray@1.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\isarray-92748512
111347 info lifecycle isarray@1.0.0~install: isarray@1.0.0
111348 silly lifecycle isarray@1.0.0~install: no script for install, continuing
111349 silly install underscore@1.7.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\underscore-7090ebbd
111350 info lifecycle underscore@1.7.0~install: underscore@1.7.0
111351 silly lifecycle underscore@1.7.0~install: no script for install, continuing
111352 silly install underscore.string@2.4.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\underscore.string-581a5a3b
111353 info lifecycle underscore.string@2.4.0~install: underscore.string@2.4.0
111354 silly lifecycle underscore.string@2.4.0~install: no script for install, continuing
111355 silly install argparse@0.1.16 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\argparse-a481c621
111356 info lifecycle argparse@0.1.16~install: argparse@0.1.16
111357 silly lifecycle argparse@0.1.16~install: no script for install, continuing
111358 silly install arr-flatten@1.0.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\arr-flatten-e6144e49
111359 info lifecycle arr-flatten@1.0.1~install: arr-flatten@1.0.1
111360 silly lifecycle arr-flatten@1.0.1~install: no script for install, continuing
111361 silly install arr-diff@2.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\arr-diff-8514116b
111362 info lifecycle arr-diff@2.0.0~install: arr-diff@2.0.0
111363 silly lifecycle arr-diff@2.0.0~install: no script for install, continuing
111364 silly install array-filter@0.0.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\array-filter-4cbfa069
111365 info lifecycle array-filter@0.0.1~install: array-filter@0.0.1
111366 silly lifecycle array-filter@0.0.1~install: no script for install, continuing
111367 silly install array-find-index@1.0.1 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\array-find-index-1cb8b449
111368 info lifecycle array-find-index@1.0.1~install: array-find-index@1.0.1
111369 silly lifecycle array-find-index@1.0.1~install: no script for install, continuing
111370 silly install array-map@0.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\array-map-9320e859
111371 info lifecycle array-map@0.0.0~install: array-map@0.0.0
111372 silly lifecycle array-map@0.0.0~install: no script for install, continuing
111373 silly install array-reduce@0.0.0 C:\Users\nmalhotra.ACMEPACKET\Desktop\MaterialApp\node_modules\.staging\array-reduce-54635eb8
111374 info lifecycle array-reduce@0.0.0~install: array-reduce@0.0.0
111375 silly lifecycle array-reduce@0.0.0~install: no script for install, continuing
